お遍路の番号,名前,名前（仮名）,正式名称,宗派,本尊,住所,緯度(北緯),経度(東経),電話番号,徒歩距離[km],車での距離[km](使用道路),駐車可能台数,駐車場,駐車場の位置,車でのアクセス,JRでのアクセス,ホテル,トイレ
44,大宝寺,だいほうじ,菅生山大宝寺,真言宗豊山派,十一面観音,愛媛県上浮穴郡久万高原町菅生二番耕地１１７３,33.66102778,132.9115833,0892-21-0044,10,約13km　(県道12号),30,境内まで徒歩10分,松山自動車道松山ICから国道33号、県道12号経由で約30km,伊予鉄松山駅から伊予鉄バスで久万下車(もしくはJR松山駅からJRバスで久万下車)、伊予鉄久万バスに乗り換え大宝寺口下車、徒歩5分,税込み1泊2食付　5、800\(要予約),和
45,岩屋寺,いわやじ,海岸山岩屋寺,真言宗豊山派,不動明王,愛媛県上浮穴郡久万高原町七鳥１４６８,33.65902778,132.98125,0892-57-0417,29,約40km　(国道33号),100(\200),境内まで徒歩20分,松山自動車道松山ICから国道33号、県道12号経由で約42km,伊予鉄松山駅から伊予鉄バスで久万下車(もしくはJR松山駅からJRバスで久万下車)、伊予鉄久万バスに乗り換え岩屋寺口下車、徒歩5分,休業中,和:洋
46,浄瑠璃寺,じょうるりじ,医王山浄瑠璃寺,真言宗豊山派,薬師如来,愛媛県松山市浄瑠璃町２８２,33.75355556,132.8188611,0899-63-0279,1,約1km　  (県道194号),8,境内まで徒歩1分,松山自動車道松山ICから国道33号、県道194号経由で約5km,伊予鉄松山駅から伊予鉄バスで50分浄瑠璃寺前下車すぐ,なし,和:洋
47,八坂寺,やさかじ,熊野山八坂寺,真言宗醍醐派,阿弥陀如来,愛媛県松山市浄瑠璃町八坂７７３,33.75805556,132.8130278,0899-63-0271,5,約5km　  (県道40号),30,境内まで徒歩1分,松山自動車道松山ICから国道33号、県道194号経由で約4km,伊予鉄松山駅から伊予鉄バスで45分は八坂寺前下車、徒歩5分,なし,和
48,西林寺,さいりんじ,清滝山西林寺,真言宗豊山派,十一面観音,愛媛県松山市高井町１００７,33.79361111,132.8136667,0899-72-0319,3,約3km　  (県道40号),30,境内に隣接,松山自動車道松山ICから国道33号、県道193号経由で約3.5km,伊予鉄横河原線久留米駅下車、タクシー10分,なし,和
49,浄土寺,じょうどじ,西林山浄土寺,真言宗豊山派,釈迦如来,愛媛県松山市鷹子町１１９８,33.81680556,132.8079167,0899-75-0173,3,約3km　  (松山東部環状線),15(\150),境内まで徒歩1分,松山自動車道松山ICから国道33号、県道40号経由で約9km,伊予鉄横河原線久留米駅下車、徒歩5分,なし,和
50,繁多寺,はんたじ,東山繁多寺,真言宗豊山派,薬師如来,愛媛県松山市畑寺町３２,33.82777778,132.8050278,0899-75-0910,3.5,約3.5km  (松山東部環状線),5,境内,松山自動車道松山ICから国道33号、松山東部環状線経由で約9km,JR松山駅から伊予鉄バス25分、繁多寺口下車、徒歩10分,なし,和
51,石手寺,いしてじ,熊野山石手寺,真言宗豊山派,薬師如来,愛媛県松山市石手２－９－２１,33.84788889,132.7964722,0899-77-0870,13,約13km　 (国道437号),80(\210/h),境内まで徒歩３分,松山自動車道松山ICから国道33号、松山東部環状線経由で約9km,JR松山駅から伊予鉄バス25分、繁多寺口下車、徒歩10分,なし,和:洋
52,太山寺,たいざんじ,瀧雲山太山寺,真言宗智山派,十一面観音,愛媛県松山市太山寺町１７３０,33.88502778,132.7150278,0899-78-0329,2.5,約2.5km  (辰巳伊代和気停車線),50,境内まで徒歩５分,松山自動車道松山ICから国道33号、松山東部環状線経由で約12km,JR松山駅から伊予鉄バス25分、石手寺口下車、徒歩10分,なし,和:洋
53,円明寺,えんみょうじ,須賀山円明寺,真言宗智山派,阿弥陀如来,愛媛県松山市和気町１－１８２,33.89177778,132.7396944,0899-78-1129,37,約37km   (国道196号),10,境内に隣接隣接,松山自動車道松山ICから国道33号192号437号経由で約16km,JR松山駅から伊予鉄バス25分、大山寺口下車、徒歩10分,なし,和
54,延命寺,えんめいじ,近見山延命寺,真言宗豊山派,不動明王,愛媛県今治市阿方甲６３６,34.06683333,132.9640278,0898-22-5696,4,約4km  　(県道38号),30(\100),境内まで徒歩1分,松山自動車道松山ICから国道33号192号経由で約14km,JR予算線伊予和気駅下車、徒歩5分,なし,和:洋
55,南光坊,なんこうぼう,別宮山南光坊,真言宗醍醐派,大通智勝如来,愛媛県会治市別宮町３－１,34.06825,132.9953333,0898-22-2916,3,約4km (国道196号、317号),20,境内,西瀬戸自動車道(しまなみ街道)今治北ICから国道317号経由で約4km,JR今治駅から徒歩5分,なし,和:
56,泰山寺,たいさんじ,金輪山泰山寺,真言宗醍醐派,地蔵菩薩,愛媛県今治市小泉１－９－１８,34.05027778,132.9747222,0898-22-5959,3,約4km　  (国道317号),50,境内まで徒歩3分,西瀬戸自動車道（しまなみ海道）今治ICから国道196号経由で焼く0.5km,JR今治駅からせとうちバス10分、小泉下車、徒歩10分,税込み1泊2食付　5、800\(春と秋の予約者のみ ),和:洋
57,栄福寺,えいふくじ,府頭山栄福寺,高野山真言宗,阿弥陀如来,愛媛県今治市玉川町八幡２００,34.02947222,132.9785833,0898-55-2432,3,約4km  　(国道317号),10,境内まで徒歩1分,西瀬戸自動車道（しまなみ海道）今治ICから国道196号、317号経由で約5km,JR今治駅からタクシーで15分,なし,和:洋
58,仙遊寺,せんゆうじ,作礼山仙遊寺,高野山真言宗,千手観音,愛嬢県今治市玉川町別所４８３,34.01322222,132.9776389,0898-55-2141,6.5,約8km　　(国道96号),25,境内まで徒歩2分,西瀬戸自動車道（しまなみ海道）いまばりIC から国道196号、317号経由で約8km,JR今治駅からタクシーで20分,税込み1泊2食付5、800円（要予約）,和:洋（温水あり）
59,国分寺,こくぶんじ,金光山国分寺,真言律宗,薬師如来,愛媛県今治市国分４－１－３３,34.02605556,133.0253611,0898-48-0533,28,約33km　 (国道196号、11号　県道142号),15,境内まで徒歩2分,西瀬戸自動車道（しまなみ海道）今治ICから国道196号経由で約11km,JR今治駅からせとうちバス25分、国分寺下車、徒歩3分,なし,和
60,横峰寺,よこみねじ,石鎚山横峰寺,真言宗御室派,大日如来,愛媛県西条市小松町石鎚２２５３,33.83761111,133.1109722,0897-59-0142,9.5,約17m  　(国道11号、県道142号),60(\1800),境内まで徒歩15分,松山自動車道いよ小松ICから国道11号、県道142号経由で約19km,JR伊予西条駅からせとうちバスで横峰寺登山口下車、横峰寺登山バス山頂行きに乗り換え終点で下車、徒歩15分,なし,無し
61,香園寺,こうおんじ,栴檀山香園寺,真言宗単立,大日如来,愛媛県西条市小松町南川１９,33.89352778,133.1031667,0898-72-3861,2,約2km　  (国道11号),100,境内に隣接,松山自動車道いよ小松ICから国道11号経由で約2.5km,JR伊予西条駅小松駅下車、徒歩15分,税込み1泊2食付6、300～,和:洋（温水あり）
62,宝寿寺,ほうじゅじ,天養山宝寿寺,高野山真言宗,十一面観音,愛媛県西条市小松町新屋敷４２８,33.89744444,133.1150556,0898-72-2210,1.5,約1.5km  (国道11号),5,境内まで徒歩1分,松山自動車道いよ小松ICから国道11号経由で約4.5km,JR予讃線伊予小松駅下車、徒歩1分,なし,和
63,吉祥寺,きちじょうじ,密教山吉祥寺,真言宗東寺派,毘沙門天,愛媛県西条市氷見乙１０４８,33.89613889,133.1292222,0897-57-8863,3,約3km　  (国道11号),0,,松山自動車道いよ小松ICから国道11号経由で約5km,JR予讃線伊予氷見駅徒歩10分,なし,和:洋
64,前神寺,まえがみじ,石鉄山前神寺,真言宗石??派,阿弥陀如来,愛媛県西条市州之内甲１４２６,33.89036111,133.1605278,0897-56-2745,45,約46km　 (国道11号、192号),30,境内まで徒歩2分,松山自動車道いよ小松ICから国道11号経由で約9km,JR予讃線石鎚山駅下車徒歩10分,なし,和
65,三角寺,さんかくじ,由霊山三角寺,高野山真言宗,十一面観音,愛媛県四国中央市金田町三角寺７５,33.96683333,133.5864722,0890-56-3065,27.5,約30km　 (国道192号、県道8号),30(\200),境内まで徒歩5分,松山自動車道三島川之江ICから国道11号、192号経由で約5km,JR予讃線伊予三島駅下車、せとうちバスに乗り換え25分三角時口下車、徒歩45分,なし,和
66,雲辺寺,うんぺんじ,巨べつ山雲辺寺,真言宗御室派,千手観音,徳島県三好市池田町白地７６３－２,34.03477778,133.7231944,0883-74-1707,9.5,約10km　(国道377号、県道241号）,500,雲辺寺ロープウェイ山麓駅　ロープウェイで山頂駅まで7分　境内まで徒歩4分,高松自動車道大野原ICから国道11号、県道8号経由で約9km,JR予讃線観音寺駅下車、タクシーで30分,なし,和
67,大興寺（小松尾寺）,だいこうじ,小松尾山大興寺,真言宗善通寺派,薬師如来,香川県三豊市山本町辻４２０９,34.10247222,133.7188889,0875-63-2341,9.5,約11km　(国道377号、県道240、21号）,20,境内まで徒歩3分,高松自動車道大野原ICから国道11号、県道240、国道377号経由で約8km,JR予讃線観音寺駅下車、タクシーで15分,なし,洋
68,神恵院（琴弾八幡）,じんねいん,琴弾山神恵院,真言宗大覚寺派,阿弥陀如来,香川県観音寺市八幡町１－２－７,34.13436111,133.6472778,0875-25-3871,0,約0km,20,境内まで徒歩1分,高松自動車道大野原ICから国道11号、県道8号、21号経由で約6km,JR予讃線観音寺駅からタクシーで10分　徒歩なら30分,なし,和
69,観音寺,かんのんじ,七宝山観音寺,真言宗大覚寺派,聖観音,香川県観音寺市八幡町１－２－７,34.1345,133.6476389,0875-25-3871,4.5,約5km　(県道5号）,20,境内まで徒歩2分,高松自動車道大野原ICから国道11号、県道8号、21号経由で約6km,JR予讃線観音寺駅からタクシーで10分　徒歩なら30分,なし,和
70,本山寺,もとやまじ,七宝山　本山寺,高野山真言宗,馬頭観音,香川県三豊市豊中町本山甲１４４５,34.13972222,133.6941389,0875-82-2007,13,約14km　(国道11号、県道48号）,30,境内まで徒歩1分,高松自動車道さぬき豊中ICから国道11号経由で約2km,JR予讃線本山駅下車、徒歩20分,なし,和:洋（温水あり）
71,弥谷寺,いやだにじ,剣五山弥谷寺,真言宗善通寺派,千手観音,香川県三豊市三野町大見乙７０,34.22994444,133.7245,0875-72-3446,4,約4km　(国道11号、県道48号）,50,境内まで徒歩約25分　有料道路で上の駐車場まで行けば境内まで徒歩約15分,高松自動車道三豊鳥坂ICから国道11号、県道48号経由で約5km,JR予讃線詫間駅からタクシーで10分,なし,和
72,曼荼羅寺,まんだらじ,我拝師山曼荼羅寺,真言宗善通寺派,大日如来,香川県善通寺市吉原町１３８０－１,34.22344444,133.7501667,0877-63-0072,0.5,約0.5km,10,境内まで徒歩1分,高松自動車道三豊鳥坂ICから国道11号で約5km,JR土讃線善通寺駅からタクシーで15分,なし,和
73,出釈迦寺,しゅっしゃかじ,我拝師山出釈迦寺,真言宗御室派,釈迦如来,香川県善通寺市吉原町１０９１,34.21927778,133.7501111,0877-63-0073,3,約3km　(県道48号）,10,境内まで徒歩3分,高松自動車道三豊鳥坂ICから国道11号経由で約5km,JR土讃線善通寺駅からタクシーで15分,なし,和
74,甲山寺,こうやまじ,医王山甲山寺,真言宗善通寺派,薬師如来,香川県善通寺市弘田町１７６５－１,34.23322222,133.7658056,0877-63-0074,1.5,約1.5km,100,境内まで徒歩1分,高松自動車道善通寺ICから国道319号、県道48号経由で約3km,JR土讃線善通寺駅下車、タクシーで10分,なし,和:洋
75,善通寺,ぜんつうじ,五島山総本山善通寺,真言宗善通寺派,薬師如来,香川県善通寺市善通寺町３－３－１,34.22511111,133.7741389,0877-62-0111,4.5,約4.5km　(国道319号）,20(\200),境内まで徒歩1分,高松自動車道善通寺ICから国道319号経由で約3.5km,JR土讃線善通寺駅下車、タクシーで5分,税込み1泊2食付5，800円（要予約）,和:洋
76,金倉寺,こんぞうじ,鶏足山金倉寺,天台寺門宗,薬師如来,香川県善通寺市金蔵寺町１１６０,34.25008333,133.7809722,0877-62-0845,4.5,約4.5km　(県道25号、21号）,50(\200),境内まで徒歩1分,高松自動車道善通寺ICから国道319号経由で約1km,土讃線金蔵寺駅下車、徒歩8分,なし,和
77,道隆寺,どうりゅうじ,桑多山道隆寺,真言宗醍醐派,薬師如来,香川県仲多度郡多度津町北鴨１－３－３０,34.27680556,133.7627222,0877-32-3577,7,約7km　(県道21号、33号）,30,境内まで徒歩1分,高松自動車道善通寺ICから国道319号、県道25号、21号経由で約5.5km,JR予讃線多度津駅下車、徒歩15分,なし,和
78,郷照寺,ごうしょうじ,仏光山郷照寺,時宗,阿弥陀如来,香川県綾歌郡宇多津町１４３５,34.30672222,133.8246389,0877-49-0710,6,約7km　(県道33号）,100,境内に隣接,高松自動車道坂出ICから国道11号、県道191号経由で約2.5km,JR予讃線宇多津駅下車、徒歩20分,なし,和:洋
79,天皇寺（高照院）,てんのうじ,金華山天皇寺（高照院）,真言宗御室派,十一面観音,香川県坂出市西庄町１７１３－２,34.31094444,133.883,0877-46-3508,7,約7km　(県道33号）,5,境内まで徒歩1分,高松自動車道坂出ICから国道11号、県道33号経由で約5km,JR予讃線八十場駅下車、徒歩3分,なし,和
80,国分寺,こくぶんじ,白牛山国分寺,真言宗御室派,千手観音,香川県高松市国分寺町国分２０６５,34.30330556,133.94425,0878-74-0033,14,約14km　(国道11号、県道187号、180号）,20,境内まで徒歩2分,高松自動車道高松西ICから県道12号経由で7km　高松自動車道高松檀紙ICは、国道11号経由で約8km,JR予讃線国分寺駅下車、徒歩5分,なし,和
81,白峯寺,しろみねじ,綾松山白峰寺,真言宗御室派,千手観音,香川県坂出市青海町２６３５,34.33441667,133.9271389,0877-47-0345,7.5,約8km　(県道180号）,100,境内まで徒歩5分,瀬戸中央自動車道坂出北ICからさぬき浜街道、県道16号経由で焼く10km,JR予讃線坂出寺駅からタクシーで20分,あり（10名以上）,和:洋
82,根香寺,ねごろじ,青峰山根香寺,天台宗単立,千手観音,香川県高松市中山町１５０６,34.34441667,133.9606389,0878-81-3329,13,約18km　(国道11号、県道12号）,20,境内まで徒歩3分,高松自動車道高松西IC、もしくは高松自動車道高松檀紙ICから国道11号、県道180号経由で約15km,JR高松駅からタクシーで30分,なし,和
83,一宮寺,いちのみやじ,神豪山一宮寺,真言宗御室派,聖観音,香川県高松市一宮町６０７,34.28666667,134.0265556,0878-85-2301,17,約17km　(国道11号）,60,境内まで徒歩3分,高松自動車道高松西ICから県道12号経由で約4km　高松自動車道高松檀紙ICからは、県道12号経由で約5km,JR高松駅から高松琴平電鉄で20分、一宮駅下車、徒歩10分,なし,和:洋
84,屋島寺,やしまじ,南面山屋島寺,真言宗御室派,十一面観音,香川県高松市屋島東町１８０８,34.35780556,134.1009444,0878-41-9418,7,約7km　(国道11号、県道36号）,400,境内まで徒歩3分,高松自動車道高松中央ICから県道43号、10号、国道11号経由で約13km　,JR高徳線屋島駅下車、タクシーで15分,なし,和:洋
85,八栗寺,やくりじ,五剣山八栗寺,真言宗大覚寺派,聖観音,香川県高松市牟礼町牟礼３４１６,34.35977778,134.1401389,0878-45-9603,7,約8km　(国道11号）,100,山頂駅から境内まで徒歩5分,高松自動車道さぬき三木ICから県道38号経由で約10km,高徳線八栗駅下車、徒歩25分で八栗ケーブル登山口駅,なし,和
86,志度寺,しどじ,補陀洛山志度寺,真言宗善通寺派,十一面観音,香川県さぬき市志度１１０２,34.32433333,134.1796667,0878-94-0028,7,約7km　(県道3号）,30,,高松自動車道志度ICから県道141号、国道11号経由で約3km,JR高徳線志度駅下車、徒歩7分,なし,洋
87,長尾寺,ながおじ,補陀洛山長尾寺,天台宗,聖観音,香川県さぬき市長尾西６５３,34.26680556,134.1717778,0879-52-2041,17,約17km　(国道377号、県道3号）,50,境内に隣接,高松自動車道志度ICから県道141号、37号、3号経由で約7km,高松琴平電鉄高松築港駅から40分、長尾駅下車、徒歩3分,なし,和:洋
88,大窪寺,おおくぼじ,医王山大窪寺,真言宗大覚寺派,薬師如来,香川県さぬき市多和兼割９６,34.19094444,134.2071389,0879-56-2278,60,約60km　(国道377号、318号、県道139号、12号）,50,境内まで徒歩2分,高松自動車道志度ICから県道141号、3号、国道377号経由で約30km,高松琴平電鉄長尾駅下車、タクシーで30分,なし,和:洋
